-0.492228358458229,-0.242414956343935,-0.283247513905229,1.77589682632329,1.13757920137079,-0.535872889404945,1.5049749000255,1.77641701597357,0.961821000641432,0.425049249592537,1.42992498722961
-0.631437151689577,-0.0864725714960573,-0.358860019168814,1.73670965434721,1.14927555491413,-0.45395225456644,1.55127213390586,1.64725046720372,0.984783308369033,0.418430968368465,1.4527424759233
-0.694658393193133,0.00191559628561971,-0.322393508253763,1.76338543354685,1.15066452513225,-0.494187170346171,1.51639132599533,1.56399809727791,0.968157641647425,0.437566690169631,1.44675405992782
-0.656392154316633,-0.0622329155607604,-0.279929287481343,1.78099753027459,1.10877393430474,-0.522106069884617,1.51195726777568,1.57097141918607,0.97366971222533,0.425713469492137,1.44880367911707
-1199880.81339896,-119163.26394245,-1483996.23744294,108373.269644239,-222977.926627165,-4235858.73378904,-646827.478964918,1049650.3850068,-2040459.89435588,-727548.388897671,716176.684703855
-0.657773182879264,-0.0437194811858307,-0.348278378614583,1.88432286830631,1.07533230257375,-0.471607315660877,1.45902046807306,1.59449954218066,0.925153137400546,0.443748425932745,1.4186529462848
-0.637743037657208,-0.0712099599565774,-0.3278008348337,1.79018310099426,1.13012826699244,-0.499028905877224,1.50296406442265,1.60697792498595,0.95091142802453,0.448224609805332,1.44631896287742
715422.275153779,-186526.794604123,3985478.44266496,-345934.427560632,17943636.3810797,-682198.591567506,11139837.9807529,-344892.731649874,259186.850914117,-3507846.25280236,-1074040.66157223
179279.349871852,-304580.695404332,-524439.566160681,-1428601.27084974,1032120.32853234,-632048.480942688,1979700.8403197,-203825.192612832,613556.95522162,-1121235.69364432,61640.2416674968
-0.640319181905084,-0.070097897386114,-0.340889972624189,1.76249900007648,1.14092288360728,-0.472654142646132,1.50015309232865,1.6541045985446,0.966486357369661,0.442535777440984,1.45997770718417
-0.637867874719805,-0.0796703775378013,-0.332179125286528,1.7569860165849,1.12920069514379,-0.46392182315711,1.49346853428138,1.65813081535904,0.969688557192475,0.419501526924492,1.43665146027447
