-0.1,-0.0,2.6,2.7,23033	
-0.1,-0.0,2.9,3.0,24597	
-0.1,-0.0,3.2,3.3,23987	
-0.1,-0.0,3.5,3.6,22210	
-0.1,-0.0,3.8,3.9,19257	
-0.1,-0.0,4.1,4.2,16929	
-0.1,-0.0,4.4,4.5,15721	
-0.1,-0.0,4.7,4.8,16166	
-0.1,-0.0,5.0,5.1,18043	
-0.1,-0.0,5.3,5.4,20798	
-0.1,-0.0,5.6,5.7,22997	
-0.1,-0.0,5.9,6.0,24196	
-0.1,-0.0,6.2,6.3,23125	
-0.1,-0.0,6.5,6.6,20517	
-0.1,-0.0,6.8,6.9,16490	
-0.1,-0.0,7.1,7.2,12504	
-0.1,-0.0,7.4,7.5,8430	
-0.1,-0.0,7.7,7.8,5103	
-0.1,-0.0,8.0,8.1,2860	
-0.1,-0.0,8.3,8.4,1618	
-0.1,-0.0,8.6,8.7,695	
-0.1,-0.0,8.9,9.0,316	
-0.1,-0.0,9.2,9.3,130	
-0.1,-0.0,9.5,9.6,47	
-0.1,-0.0,9.8,9.9,14	
-0.2,-0.1,-0.2,-0.1,1174	
-0.2,-0.1,-0.5,-0.4,1530	
-0.2,-0.1,-0.8,-0.7,2388	
-0.2,-0.1,-1.1,-1.0,3985	
-0.2,-0.1,-1.4,-1.3,6432	
-0.2,-0.1,-1.7,-1.6,9673	
-0.2,-0.1,-2.0,-1.9,14076	
-0.2,-0.1,-10.2,-10.1,4	
-0.2,-0.1,-10.5,-10.4,1	
-0.2,-0.1,-2.3,-2.2,18479	
-0.2,-0.1,-2.6,-2.5,21833	
-0.2,-0.1,-2.9,-2.8,24328	
-0.2,-0.1,-3.2,-3.1,24329	
-0.2,-0.1,-3.5,-3.4,22746	
-0.2,-0.1,-3.8,-3.7,20141	
-0.2,-0.1,-4.1,-4.0,17556	
-0.2,-0.1,-4.4,-4.3,15498	
-0.2,-0.1,-4.7,-4.6,15738	
-0.2,-0.1,-5.0,-4.9,16939	
-0.2,-0.1,-5.3,-5.2,19723	
-0.2,-0.1,-5.6,-5.5,22222	
-0.2,-0.1,-5.9,-5.8,23996	
-0.2,-0.1,-6.2,-6.1,23744	
-0.2,-0.1,-6.5,-6.4,21458	
-0.2,-0.1,-6.8,-6.7,17845	
-0.2,-0.1,-7.1,-7.0,13671	
-0.2,-0.1,-7.4,-7.3,9499	
-0.2,-0.1,-7.7,-7.6,6005	
-0.2,-0.1,-8.0,-7.9,3617	
-0.2,-0.1,-8.3,-8.2,1830	
-0.2,-0.1,-8.6,-8.5,931	
-0.2,-0.1,-8.9,-8.8,399	
-0.2,-0.1,-9.2,-9.1,166	
-0.2,-0.1,-9.5,-9.4,51	
-0.2,-0.1,-9.8,-9.7,19	
-0.2,-0.1,0.1,0.2,1141	
-0.2,-0.1,0.4,0.5,1512	
-0.2,-0.1,0.7,0.8,2337	
-0.2,-0.1,1.0,1.1,4025	
-0.2,-0.1,1.3,1.4,6417	
-0.2,-0.1,1.6,1.7,9912	
-0.2,-0.1,9.9,10.0,10	
-0.2,-0.1,10.2,10.3,4	
-0.2,-0.1,10.5,10.6,1	
-0.2,-0.1,1.9,2.0,13984	
-0.2,-0.1,2.2,2.3,18283	
-0.2,-0.1,2.5,2.6,22022	
-0.2,-0.1,2.8,2.9,24204	
-0.2,-0.1,3.1,3.2,24356	
-0.2,-0.1,3.4,3.5,22847	
-0.2,-0.1,3.7,3.8,19737	
-0.2,-0.1,4.0,4.1,17447	
-0.2,-0.1,4.3,4.4,15699	
-0.2,-0.1,4.6,4.7,15566	
-0.2,-0.1,4.9,5.0,17330	
-0.2,-0.1,5.2,5.3,19581	
-0.2,-0.1,5.5,5.6,22395	
-0.2,-0.1,5.8,5.9,24031	
-0.2,-0.1,6.1,6.2,23400	
-0.2,-0.1,6.4,6.5,21382	
-0.2,-0.1,6.7,6.8,17945	
-0.2,-0.1,7.0,7.1,13565	
-0.2,-0.1,7.3,7.4,9363	
-0.2,-0.1,7.6,7.7,5963	
-0.2,-0.1,7.9,8.0,3515	
-0.2,-0.1,8.2,8.3,1858	
-0.2,-0.1,8.5,8.6,917	
-0.2,-0.1,8.8,8.9,400	
-0.2,-0.1,9.1,9.2,171	
-0.2,-0.1,9.4,9.5,65	
-0.2,-0.1,9.7,9.8,23	
-0.3,-0.2,-0.1,-0.0,1189	
-0.3,-0.2,-0.4,-0.3,1458	
-0.3,-0.2,-0.7,-0.6,2075	
-0.3,-0.2,-1.0,-0.9,3341	
-0.3,-0.2,-1.3,-1.2,5483	
-0.3,-0.2,-1.6,-1.5,8519	
-0.3,-0.2,-1.9,-1.8,12500	
-0.3,-0.2,-10.3,-10.2,5	
-0.3,-0.2,-2.2,-2.1,16742	
-0.3,-0.2,-2.5,-2.4,20379	
-0.3,-0.2,-2.8,-2.7,23206	
-0.3,-0.2,-3.1,-3.0,24209	
-0.3,-0.2,-3.4,-3.3,22918	
-0.3,-0.2,-3.7,-3.6,20612	
-0.3,-0.2,-4.0,-3.9,17805	
-0.3,-0.2,-4.3,-4.2,16035	
-0.3,-0.2,-4.6,-4.5,15092	
-0.3,-0.2,-4.9,-4.8,16319	
-0.3,-0.2,-5.2,-5.1,18612	
-0.3,-0.2,-5.5,-5.4,20952	
-0.3,-0.2,-5.8,-5.7,22952	
-0.3,-0.2,-6.1,-6.0,23384	
-0.3,-0.2,-6.4,-6.3,21844	
-0.3,-0.2,-6.7,-6.6,18731	
-0.3,-0.2,-7.0,-6.9,14889	
-0.3,-0.2,-7.3,-7.2,10551	
-0.3,-0.2,-7.6,-7.5,6946	
-0.3,-0.2,-7.9,-7.8,4245	
-0.3,-0.2,-8.2,-8.1,2318	
-0.3,-0.2,-8.5,-8.4,1165	
-0.3,-0.2,-8.8,-8.7,532	
-0.3,-0.2,-9.1,-9.0,225	
-0.3,-0.2,-9.4,-9.3,80	
-0.3,-0.2,-9.7,-9.6,28	
-0.3,-0.2,-10.0,-9.9,4	
-0.3,-0.2,0.0,0.1,1184	
-0.3,-0.2,0.3,0.4,1405	
-0.3,-0.2,0.6,0.7,2109	
-0.3,-0.2,0.9,1.0,3306	
-0.3,-0.2,1.2,1.3,5716	
-0.3,-0.2,1.5,1.6,8552	
-0.3,-0.2,1.8,1.9,12464	
-0.3,-0.2,10.1,10.2,5	
-0.3,-0.2,10.4,10.5,4	
-0.3,-0.2,2.1,2.2,16859	
-0.3,-0.2,2.4,2.5,20478	
-0.3,-0.2,2.7,2.8,23152	
-0.3,-0.2,3.0,3.1,24044	
-0.3,-0.2,3.3,3.4,22845	
-0.3,-0.2,3.6,3.7,20657	
-0.3,-0.2,3.9,4.0,17743	
-0.3,-0.2,4.2,4.3,15802	
-0.3,-0.2,4.5,4.6,15300	
-0.3,-0.2,4.8,4.9,16353	
-0.3,-0.2,5.1,5.2,18463	
-0.3,-0.2,5.4,5.5,21007	
-0.3,-0.2,5.7,5.8,23165	
-0.3,-0.2,6.0,6.1,23372	
-0.3,-0.2,6.3,6.4,21832	
-0.3,-0.2,6.6,6.7,18684	
-0.3,-0.2,6.9,7.0,14630	
-0.3,-0.2,7.2,7.3,10546	
-0.3,-0.2,7.5,7.6,6833	
-0.3,-0.2,7.8,7.9,4240	
-0.3,-0.2,8.1,8.2,2267	
-0.3,-0.2,8.4,8.5,1185	
-0.3,-0.2,8.7,8.8,576	
-0.3,-0.2,9.0,9.1,210	
-0.3,-0.2,9.3,9.4,72	
-0.3,-0.2,9.6,9.7,29	
-0.4,-0.3,-0.3,-0.2,1424	
-0.4,-0.3,-0.6,-0.5,1853	
-0.4,-0.3,-0.9,-0.8,2804	
-0.4,-0.3,-1.2,-1.1,4620	
-0.4,-0.3,-1.5,-1.4,7053	
-0.4,-0.3,-1.8,-1.7,10779	
-0.4,-0.3,-10.2,-10.1,3	
-0.4,-0.3,-10.5,-10.4,1	
-0.4,-0.3,-10.8,-10.7,1	
-0.4,-0.3,-2.1,-2.0,14936	
-0.4,-0.3,-2.4,-2.3,19028	
-0.4,-0.3,-2.7,-2.6,21951	
-0.4,-0.3,-3.0,-2.9,23339	
-0.4,-0.3,-3.3,-3.2,23273	
-0.4,-0.3,-3.6,-3.5,21036	
-0.4,-0.3,-3.9,-3.8,18448	
-0.4,-0.3,-4.2,-4.1,16337	
-0.4,-0.3,-4.5,-4.4,14837	
-0.4,-0.3,-4.8,-4.7,15117	
-0.4,-0.3,-5.1,-5.0,17083	
-0.4,-0.3,-5.4,-5.3,19574	
-0.4,-0.3,-5.7,-5.6,21810	
-0.4,-0.3,-6.0,-5.9,22384	
-0.4,-0.3,-6.3,-6.2,21864	
-0.4,-0.3,-6.6,-6.5,19371	
-0.4,-0.3,-6.9,-6.8,15820	
-0.4,-0.3,-7.2,-7.1,11637	
-0.4,-0.3,-7.5,-7.4,7931	
-0.4,-0.3,-7.8,-7.7,4869	
-0.4,-0.3,-8.1,-8.0,2763	
-0.4,-0.3,-8.4,-8.3,1455	
-0.4,-0.3,-8.7,-8.6,683	
-0.4,-0.3,-9.0,-8.9,281	
-0.4,-0.3,-9.3,-9.2,108	
-0.4,-0.3,-9.6,-9.5,38	
-0.4,-0.3,-9.9,-9.8,15	
-0.4,-0.3,0.2,0.3,1370	
-0.4,-0.3,0.5,0.6,1932	
-0.4,-0.3,0.8,0.9,2922	
-0.4,-0.3,1.1,1.2,4599	
-0.4,-0.3,1.4,1.5,7320	
-0.4,-0.3,1.7,1.8,10620	
-0.4,-0.3,10.0,10.1,6	
-0.4,-0.3,10.6,10.7,2	
-0.4,-0.3,2.0,2.1,15064	
-0.4,-0.3,2.3,2.4,18933	
-0.4,-0.3,2.6,2.7,21921	
-0.4,-0.3,2.9,3.0,23385	
-0.4,-0.3,3.2,3.3,22840	
-0.4,-0.3,3.5,3.6,21218	
-0.4,-0.3,3.8,3.9,18342	
-0.4,-0.3,4.1,4.2,15923	
-0.4,-0.3,4.4,4.5,15032	
-0.4,-0.3,4.7,4.8,15441	
-0.4,-0.3,5.0,5.1,17310	
-0.4,-0.3,5.3,5.4,19617	
-0.4,-0.3,5.6,5.7,21711	
-0.4,-0.3,5.9,6.0,22858	
-0.4,-0.3,6.2,6.3,22217	
-0.4,-0.3,6.5,6.6,19465	
-0.4,-0.3,6.8,6.9,15605	
-0.4,-0.3,7.1,7.2,11763	
-0.4,-0.3,7.4,7.5,7685	
-0.4,-0.3,7.7,7.8,4826	
-0.4,-0.3,8.0,8.1,2693	
-0.4,-0.3,8.3,8.4,1366	
-0.4,-0.3,8.6,8.7,691	
-0.4,-0.3,8.9,9.0,285	
-0.4,-0.3,9.2,9.3,109	
-0.4,-0.3,9.5,9.6,34	
-0.4,-0.3,9.8,9.9,24	
-0.5,-0.4,-0.2,-0.1,1527	
-0.5,-0.4,-0.5,-0.4,1841	
-0.5,-0.4,-0.8,-0.7,2585	
-0.5,-0.4,-1.1,-1.0,3958	
-0.5,-0.4,-1.4,-1.3,6155	
-0.5,-0.4,-1.7,-1.6,9354	
-0.5,-0.4,-2.0,-1.9,13241	
-0.5,-0.4,-10.3,-10.2,1	
-0.5,-0.4,-10.6,-10.5,1	
-0.5,-0.4,-2.3,-2.2,16936	
-0.5,-0.4,-2.6,-2.5,20119	
-0.5,-0.4,-2.9,-2.8,22550	
-0.5,-0.4,-3.2,-3.1,22662	
-0.5,-0.4,-3.5,-3.4,21218	
-0.5,-0.4,-3.8,-3.7,18637	
-0.5,-0.4,-4.1,-4.0,16196	
-0.5,-0.4,-4.4,-4.3,14639	
-0.5,-0.4,-4.7,-4.6,14233	
-0.5,-0.4,-5.0,-4.9,15838	
-0.5,-0.4,-5.3,-5.2,18044	
-0.5,-0.4,-5.6,-5.5,20280	
-0.5,-0.4,-5.9,-5.8,21813	
-0.5,-0.4,-6.2,-6.1,21638	
-0.5,-0.4,-6.5,-6.4,19600	
-0.5,-0.4,-6.8,-6.7,16311	
-0.5,-0.4,-7.1,-7.0,12447	
-0.5,-0.4,-7.4,-7.3,8720	
-0.5,-0.4,-7.7,-7.6,5589	
-0.5,-0.4,-8.0,-7.9,3215	
-0.5,-0.4,-8.3,-8.2,1823	
-0.5,-0.4,-8.6,-8.5,881	
-0.5,-0.4,-8.9,-8.8,384	
-0.5,-0.4,-9.2,-9.1,148	
-0.5,-0.4,-9.5,-9.4,61	
-0.5,-0.4,-9.8,-9.7,18	
-0.5,-0.4,0.1,0.2,1470	
-0.5,-0.4,0.4,0.5,1759	
-0.5,-0.4,0.7,0.8,2545	
-0.5,-0.4,1.0,1.1,4028	
-0.5,-0.4,1.3,1.4,6286	
-0.5,-0.4,1.6,1.7,9415	
-0.5,-0.4,9.9,10.0,7	
-0.5,-0.4,10.2,10.3,6	
-0.5,-0.4,10.5,10.6,1	
-0.5,-0.4,1.9,2.0,13240	
-0.5,-0.4,2.2,2.3,17002	
-0.5,-0.4,2.5,2.6,20482	
-0.5,-0.4,2.8,2.9,22547	
-0.5,-0.4,3.1,3.2,22700	
-0.5,-0.4,3.4,3.5,21307	
-0.5,-0.4,3.7,3.8,18931	
-0.5,-0.4,4.0,4.1,16036	
-0.5,-0.4,4.3,4.4,14545	
-0.5,-0.4,4.6,4.7,14551	
-0.5,-0.4,4.9,5.0,15672	
-0.5,-0.4,5.2,5.3,18036	
-0.5,-0.4,5.5,5.6,20558	
-0.5,-0.4,5.8,5.9,21896	
-0.5,-0.4,6.1,6.2,21481	
-0.5,-0.4,6.4,6.5,19804	
-0.5,-0.4,6.7,6.8,16094	
-0.5,-0.4,7.0,7.1,12584	
-0.5,-0.4,7.3,7.4,8790	
-0.5,-0.4,7.6,7.7,5529	
-0.5,-0.4,7.9,8.0,3276	
-0.5,-0.4,8.2,8.3,1739	
-0.5,-0.4,8.5,8.6,822	
-0.5,-0.4,8.8,8.9,400	
-0.5,-0.4,9.1,9.2,141	
-0.5,-0.4,9.4,9.5,57	
-0.5,-0.4,9.7,9.8,14	
-0.6,-0.5,-0.1,-0.0,1863	
-0.6,-0.5,-0.4,-0.3,1898	
-0.6,-0.5,-0.7,-0.6,2366	
-0.6,-0.5,-1.0,-0.9,3424	
-0.6,-0.5,-1.3,-1.2,5207	
-0.6,-0.5,-1.6,-1.5,7907	
-0.6,-0.5,-1.9,-1.8,11390	
-0.6,-0.5,-10.2,-10.1,3	
-0.6,-0.5,-2.2,-2.1,15089	
-0.6,-0.5,-2.5,-2.4,18811	
-0.6,-0.5,-2.8,-2.7,21094	
-0.6,-0.5,-3.1,-3.0,21930	
-0.6,-0.5,-3.4,-3.3,20992	
-0.6,-0.5,-3.7,-3.6,18993	
-0.6,-0.5,-4.0,-3.9,16187	
-0.6,-0.5,-4.3,-4.2,14327	
-0.6,-0.5,-4.6,-4.5,13626	
-0.6,-0.5,-4.9,-4.8,14727	
-0.6,-0.5,-5.2,-5.1,16547	
-0.6,-0.5,-5.5,-5.4,18903	
-0.6,-0.5,-5.8,-5.7,20527	
-0.6,-0.5,-6.1,-6.0,20830	
-0.6,-0.5,-6.4,-6.3,19172	
-0.6,-0.5,-6.7,-6.6,16650	
-0.6,-0.5,-7.0,-6.9,13257	
-0.6,-0.5,-7.3,-7.2,9294	
-0.6,-0.5,-7.6,-7.5,6316	
-0.6,-0.5,-7.9,-7.8,3787	
-0.6,-0.5,-8.2,-8.1,2086	
-0.6,-0.5,-8.5,-8.4,1075	
-0.6,-0.5,-8.8,-8.7,442	
-0.6,-0.5,-9.1,-9.0,181	
-0.6,-0.5,-9.4,-9.3,73	
-0.6,-0.5,-9.7,-9.6,34	
-0.6,-0.5,-10.0,-9.9,7	
-0.6,-0.5,0.0,0.1,1737	
-0.6,-0.5,0.3,0.4,1950	
-0.6,-0.5,0.6,0.7,2334	
-0.6,-0.5,0.9,1.0,3461	
-0.6,-0.5,1.2,1.3,5259	
-0.6,-0.5,1.5,1.6,7921	
-0.6,-0.5,1.8,1.9,11343	
-0.6,-0.5,10.1,10.2,4	
-0.6,-0.5,10.4,10.5,1	
-0.6,-0.5,2.1,2.2,15146	
-0.6,-0.5,2.4,2.5,18972	
-0.6,-0.5,2.7,2.8,21413	
-0.6,-0.5,3.0,3.1,21766	
-0.6,-0.5,3.3,3.4,21133	
-0.6,-0.5,3.6,3.7,18780	
-0.6,-0.5,3.9,4.0,16391	
-0.6,-0.5,4.2,4.3,14376	
-0.6,-0.5,4.5,4.6,13857	
-0.6,-0.5,4.8,4.9,14372	
-0.6,-0.5,5.1,5.2,16368	
-0.6,-0.5,5.4,5.5,18866	
-0.6,-0.5,5.7,5.8,20420	
-0.6,-0.5,6.0,6.1,20492	
-0.6,-0.5,6.3,6.4,19227	
-0.6,-0.5,6.6,6.7,16736	
-0.6,-0.5,6.9,7.0,13122	
-0.6,-0.5,7.2,7.3,9378	
-0.6,-0.5,7.5,7.6,6163	
-0.6,-0.5,7.8,7.9,3645	
-0.6,-0.5,8.1,8.2,2015	
-0.6,-0.5,8.4,8.5,1015	
-0.6,-0.5,8.7,8.8,438	
-0.6,-0.5,9.0,9.1,205	
-0.6,-0.5,9.3,9.4,66	
-0.6,-0.5,9.6,9.7,28	
-0.7,-0.6,-0.3,-0.2,2051	
-0.7,-0.6,-0.6,-0.5,2366	
-0.7,-0.6,-0.9,-0.8,3190	
-0.7,-0.6,-1.2,-1.1,4594	
-0.7,-0.6,-1.5,-1.4,6919	
-0.7,-0.6,-1.8,-1.7,9866	
-0.7,-0.6,-10.1,-10.0,3	
-0.7,-0.6,-10.4,-10.3,1	
-0.7,-0.6,-2.1,-2.0,13638	
-0.7,-0.6,-2.4,-2.3,17125	
-0.7,-0.6,-2.7,-2.6,19838	
-0.7,-0.6,-3.0,-2.9,21195	
-0.7,-0.6,-3.3,-3.2,20431	
-0.7,-0.6,-3.6,-3.5,19227	
-0.7,-0.6,-3.9,-3.8,16341	
-0.7,-0.6,-4.2,-4.1,14224	
-0.7,-0.6,-4.5,-4.4,13060	
-0.7,-0.6,-4.8,-4.7,13245	
-0.7,-0.6,-5.1,-5.0,14798	
-0.7,-0.6,-5.4,-5.3,17029	
-0.7,-0.6,-5.7,-5.6,18812	
-0.7,-0.6,-6.0,-5.9,19370	
-0.7,-0.6,-6.3,-6.2,18797	
-0.7,-0.6,-6.6,-6.5,16885	
-0.7,-0.6,-6.9,-6.8,13561	
-0.7,-0.6,-7.2,-7.1,10073	
-0.7,-0.6,-7.5,-7.4,6840	
-0.7,-0.6,-7.8,-7.7,4202	
-0.7,-0.6,-8.1,-8.0,2325	
-0.7,-0.6,-8.4,-8.3,1172	
-0.7,-0.6,-8.7,-8.6,539	
-0.7,-0.6,-9.0,-8.9,240	
-0.7,-0.6,-9.3,-9.2,97	
-0.7,-0.6,-9.6,-9.5,46	
-0.7,-0.6,-9.9,-9.8,13	
-0.7,-0.6,0.2,0.3,2037	
-0.7,-0.6,0.5,0.6,2486	
-0.7,-0.6,0.8,0.9,3032	
-0.7,-0.6,1.1,1.2,4579	
-0.7,-0.6,1.4,1.5,6834	
-0.7,-0.6,1.7,1.8,9931	
-0.7,-0.6,10.0,10.1,6	
-0.7,-0.6,10.3,10.4,1	
-0.7,-0.6,2.0,2.1,13425	
-0.7,-0.6,2.3,2.4,16865	
-0.7,-0.6,2.6,2.7,19559	
-0.7,-0.6,2.9,3.0,20857	
-0.7,-0.6,3.2,3.3,20951	
-0.7,-0.6,3.5,3.6,18800	
-0.7,-0.6,3.8,3.9,16606	
-0.7,-0.6,4.1,4.2,14164	
-0.7,-0.6,4.4,4.5,12814	
-0.7,-0.6,4.7,4.8,13369	
-0.7,-0.6,5.0,5.1,14886	
-0.7,-0.6,5.3,5.4,17214	
-0.7,-0.6,5.6,5.7,18718	
-0.7,-0.6,5.9,6.0,19435	
-0.7,-0.6,6.2,6.3,18865	
-0.7,-0.6,6.5,6.6,16651	
-0.7,-0.6,6.8,6.9,13763	
-0.7,-0.6,7.1,7.2,10030	
-0.7,-0.6,7.4,7.5,6784	
-0.7,-0.6,7.7,7.8,4231	
-0.7,-0.6,8.0,8.1,2392	
-0.7,-0.6,8.3,8.4,1196	
-0.7,-0.6,8.6,8.7,572	
-0.7,-0.6,8.9,9.0,243	
-0.7,-0.6,9.2,9.3,112	
-0.7,-0.6,9.5,9.6,25	
-0.7,-0.6,9.8,9.9,6	
-0.8,-0.7,-0.2,-0.1,2263	
-0.8,-0.7,-0.5,-0.4,2539	
-0.8,-0.7,-0.8,-0.7,3018	
-0.8,-0.7,-1.1,-1.0,4072	
-0.8,-0.7,-1.4,-1.3,5950	
-0.8,-0.7,-1.7,-1.6,8475	
-0.8,-0.7,-2.0,-1.9,11935	
-0.8,-0.7,-10.2,-10.1,4	
-0.8,-0.7,-10.5,-10.4,1	
-0.8,-0.7,-2.3,-2.2,15385	
-0.8,-0.7,-2.6,-2.5,17841	
-0.8,-0.7,-2.9,-2.8,19887	
-0.8,-0.7,-3.2,-3.1,20107	
-0.8,-0.7,-3.5,-3.4,18744	
-0.8,-0.7,-3.8,-3.7,16541	
-0.8,-0.7,-4.1,-4.0,14082	
-0.8,-0.7,-4.4,-4.3,12783	
-0.8,-0.7,-4.7,-4.6,12426	
-0.8,-0.7,-5.0,-4.9,13407	
-0.8,-0.7,-5.3,-5.2,15184	
-0.8,-0.7,-5.6,-5.5,16986	
-0.8,-0.7,-5.9,-5.8,18207	
-0.8,-0.7,-6.2,-6.1,18056	
-0.8,-0.7,-6.5,-6.4,16383	
-0.8,-0.7,-6.8,-6.7,13642	
-0.8,-0.7,-7.1,-7.0,10583	
-0.8,-0.7,-7.4,-7.3,7358	
-0.8,-0.7,-7.7,-7.6,4688	
-0.8,-0.7,-8.0,-7.9,2748	
-0.8,-0.7,-8.3,-8.2,1398	
-0.8,-0.7,-8.6,-8.5,689	
-0.8,-0.7,-8.9,-8.8,306	
-0.8,-0.7,-9.2,-9.1,128	
-0.8,-0.7,-9.5,-9.4,47	
-0.8,-0.7,-9.8,-9.7,18	
-0.8,-0.7,0.1,0.2,2408	
-0.8,-0.7,0.4,0.5,2558	
-0.8,-0.7,0.7,0.8,2996	
-0.8,-0.7,1.0,1.1,4009	
-0.8,-0.7,1.3,1.4,5878	
-0.8,-0.7,1.6,1.7,8427	
-0.8,-0.7,9.9,10.0,8	
-0.8,-0.7,10.2,10.3,2	
-0.8,-0.7,10.8,10.9,1	
-0.8,-0.7,1.9,2.0,11829	
-0.8,-0.7,2.2,2.3,15234	
-0.8,-0.7,2.5,2.6,18204	
-0.8,-0.7,2.8,2.9,19833	
-0.8,-0.7,3.1,3.2,19838	
-0.8,-0.7,3.4,3.5,18818	
-0.8,-0.7,3.7,3.8,16433	
-0.8,-0.7,4.0,4.1,14130	
-0.8,-0.7,4.3,4.4,12732	
-0.8,-0.7,4.6,4.7,12349	
-0.8,-0.7,4.9,5.0,13329	
-0.8,-0.7,5.2,5.3,15305	
-0.8,-0.7,5.5,5.6,17101	
-0.8,-0.7,5.8,5.9,18144	
-0.8,-0.7,6.1,6.2,17849	
-0.8,-0.7,6.4,6.5,16546	
-0.8,-0.7,6.7,6.8,13598	
-0.8,-0.7,7.0,7.1,10426	
-0.8,-0.7,7.3,7.4,7164	
-0.8,-0.7,7.6,7.7,4635	
-0.8,-0.7,7.9,8.0,2675	
-0.8,-0.7,8.2,8.3,1456	
-0.8,-0.7,8.5,8.6,646	
-0.8,-0.7,8.8,8.9,326	
-0.8,-0.7,9.1,9.2,143	
-0.8,-0.7,9.4,9.5,51	
-0.8,-0.7,9.7,9.8,20	
-0.9,-0.8,-0.1,-0.0,2849	
-0.9,-0.8,-0.4,-0.3,2872	
-0.9,-0.8,-0.7,-0.6,3115	
-0.9,-0.8,-1.0,-0.9,3911	
-0.9,-0.8,-1.3,-1.2,5195	
-0.9,-0.8,-1.6,-1.5,7242	
-0.9,-0.8,-1.9,-1.8,10154	
-0.9,-0.8,-10.1,-10.0,3	
-0.9,-0.8,-10.4,-10.3,4	
-0.9,-0.8,-2.2,-2.1,13777	
-0.9,-0.8,-2.5,-2.4,16484	
-0.9,-0.8,-2.8,-2.7,18665	
-0.9,-0.8,-3.1,-3.0,19409	
-0.9,-0.8,-3.4,-3.3,18698	
-0.9,-0.8,-3.7,-3.6,16573	
-0.9,-0.8,-4.0,-3.9,14032	
-0.9,-0.8,-4.3,-4.2,12451	
-0.9,-0.8,-4.6,-4.5,11569	
-0.9,-0.8,-4.9,-4.8,11805	
-0.9,-0.8,-5.2,-5.1,13304	
-0.9,-0.8,-5.5,-5.4,15045	
-0.9,-0.8,-5.8,-5.7,16491	
-0.9,-0.8,-6.1,-6.0,16846	
-0.9,-0.8,-6.4,-6.3,15595	
-0.9,-0.8,-6.7,-6.6,13387	
-0.9,-0.8,-7.0,-6.9,10521	
-0.9,-0.8,-7.3,-7.2,7662	
-0.9,-0.8,-7.6,-7.5,4865	
-0.9,-0.8,-7.9,-7.8,3000	
-0.9,-0.8,-8.2,-8.1,1612	
-0.9,-0.8,-8.5,-8.4,852	
-0.9,-0.8,-8.8,-8.7,337	
-0.9,-0.8,-9.1,-9.0,150	
-0.9,-0.8,-9.4,-9.3,55	
-0.9,-0.8,-9.7,-9.6,19	
-0.9,-0.8,-10.0,-9.9,7	
-0.9,-0.8,0.0,0.1,2751	
-0.9,-0.8,0.3,0.4,2935	
-0.9,-0.8,0.6,0.7,3171	
-0.9,-0.8,0.9,1.0,3787	
-0.9,-0.8,1.2,1.3,5173	
-0.9,-0.8,1.5,1.6,7442	
-0.9,-0.8,1.8,1.9,10239	
-0.9,-0.8,10.1,10.2,1	
-0.9,-0.8,10.4,10.5,1	
-0.9,-0.8,2.1,2.2,13558	
-0.9,-0.8,2.4,2.5,16426	
-0.9,-0.8,2.7,2.8,18417	
-0.9,-0.8,3.0,3.1,19040	
